actor_id,film_id,actor_name
32,651,"TIM HACKMAN"
32,667,"TIM HACKMAN"
32,669,"TIM HACKMAN"
32,815,"TIM HACKMAN"
32,928,"TIM HACKMAN"
32,980,"TIM HACKMAN"
33,56,"MILLA PECK"
33,112,"MILLA PECK"
33,135,"MILLA PECK"
33,154,"MILLA PECK"
33,214,"MILLA PECK"
33,252,"MILLA PECK"
33,305,"MILLA PECK"
33,306,"MILLA PECK"
33,473,"MILLA PECK"
33,489,"MILLA PECK"
33,574,"MILLA PECK"
33,618,"MILLA PECK"
33,667,"MILLA PECK"
33,694,"MILLA PECK"
33,712,"MILLA PECK"
33,735,"MILLA PECK"
33,737,"MILLA PECK"
33,754,"MILLA PECK"
33,775,"MILLA PECK"
33,878,"MILLA PECK"
33,881,"MILLA PECK"
33,965,"MILLA PECK"
33,972,"MILLA PECK"
33,993,"MILLA PECK"
34,43,"AUDREY OLIVIER"
34,90,"AUDREY OLIVIER"
34,119,"AUDREY OLIVIER"
34,125,"AUDREY OLIVIER"
34,172,"AUDREY OLIVIER"
34,182,"AUDREY OLIVIER"
34,244,"AUDREY OLIVIER"
34,336,"AUDREY OLIVIER"
34,389,"AUDREY OLIVIER"
34,393,"AUDREY OLIVIER"
34,438,"AUDREY OLIVIER"
34,493,"AUDREY OLIVIER"
34,502,"AUDREY OLIVIER"
34,525,"AUDREY OLIVIER"
34,668,"AUDREY OLIVIER"
34,720,"AUDREY OLIVIER"
34,779,"AUDREY OLIVIER"
34,788,"AUDREY OLIVIER"
34,794,"AUDREY OLIVIER"
34,836,"AUDREY OLIVIER"
34,846,"AUDREY OLIVIER"
34,853,"AUDREY OLIVIER"
34,929,"AUDREY OLIVIER"
34,950,"AUDREY OLIVIER"
34,971,"AUDREY OLIVIER"
35,10,"JUDY DEAN"
35,35,"JUDY DEAN"
35,52,"JUDY DEAN"
35,201,"JUDY DEAN"
35,256,"JUDY DEAN"
35,389,"JUDY DEAN"
35,589,"JUDY DEAN"
35,612,"JUDY DEAN"
35,615,"JUDY DEAN"
35,707,"JUDY DEAN"
35,732,"JUDY DEAN"
35,738,"JUDY DEAN"
35,748,"JUDY DEAN"
35,817,"JUDY DEAN"
35,914,"JUDY DEAN"
36,15,"BURT DUKAKIS"
36,81,"BURT DUKAKIS"
36,171,"BURT DUKAKIS"
36,231,"BURT DUKAKIS"
36,245,"BURT DUKAKIS"
36,283,"BURT DUKAKIS"
36,380,"BURT DUKAKIS"
36,381,"BURT DUKAKIS"
36,387,"BURT DUKAKIS"
36,390,"BURT DUKAKIS"
36,410,"BURT DUKAKIS"
36,426,"BURT DUKAKIS"
36,427,"BURT DUKAKIS"
36,453,"BURT DUKAKIS"
36,466,"BURT DUKAKIS"
36,484,"BURT DUKAKIS"
36,493,"BURT DUKAKIS"
36,499,"BURT DUKAKIS"
36,569,"BURT DUKAKIS"
36,590,"BURT DUKAKIS"
36,600,"BURT DUKAKIS"
36,714,"BURT DUKAKIS"
36,715,"BURT DUKAKIS"
36,716,"BURT DUKAKIS"
36,731,"BURT DUKAKIS"
36,875,"BURT DUKAKIS"
36,915,"BURT DUKAKIS"
36,931,"BURT DUKAKIS"
36,956,"BURT DUKAKIS"
37,10,"VAL BOLGER"
37,12,"VAL BOLGER"
37,19,"VAL BOLGER"
37,118,"VAL BOLGER"
37,119,"VAL BOLGER"
37,122,"VAL BOLGER"
37,146,"VAL BOLGER"
37,204,"VAL BOLGER"
37,253,"VAL BOLGER"
37,260,"VAL BOLGER"
37,277,"VAL BOLGER"
37,317,"VAL BOLGER"
37,467,"VAL BOLGER"
37,477,"VAL BOLGER"
37,485,"VAL BOLGER"
37,508,"VAL BOLGER"
37,529,"VAL BOLGER"
37,553,"VAL BOLGER"
37,555,"VAL BOLGER"
37,572,"VAL BOLGER"
37,588,"VAL BOLGER"
37,662,"VAL BOLGER"
37,663,"VAL BOLGER"
37,694,"VAL BOLGER"
37,697,"VAL BOLGER"
37,785,"VAL BOLGER"
37,839,"VAL BOLGER"
37,840,"VAL BOLGER"
37,853,"VAL BOLGER"
37,900,"VAL BOLGER"
37,925,"VAL BOLGER"
37,963,"VAL BOLGER"
37,966,"VAL BOLGER"
37,989,"VAL BOLGER"
37,997,"VAL BOLGER"
38,24,"TOM MCKELLEN"
38,111,"TOM MCKELLEN"
38,160,"TOM MCKELLEN"
38,176,"TOM MCKELLEN"
38,223,"TOM MCKELLEN"
38,241,"TOM MCKELLEN"
38,274,"TOM MCKELLEN"
38,335,"TOM MCKELLEN"
38,338,"TOM MCKELLEN"
38,353,"TOM MCKELLEN"
38,448,"TOM MCKELLEN"
38,450,"TOM MCKELLEN"
38,458,"TOM MCKELLEN"
38,501,"TOM MCKELLEN"
38,516,"TOM MCKELLEN"
38,547,"TOM MCKELLEN"
38,583,"TOM MCKELLEN"
38,618,"TOM MCKELLEN"
38,619,"TOM MCKELLEN"
38,705,"TOM MCKELLEN"
38,793,"TOM MCKELLEN"
38,827,"TOM MCKELLEN"
38,839,"TOM MCKELLEN"
38,853,"TOM MCKELLEN"
38,876,"TOM MCKELLEN"
39,71,"GOLDIE BRODY"
39,73,"GOLDIE BRODY"
39,168,"GOLDIE BRODY"
39,203,"GOLDIE BRODY"
39,222,"GOLDIE BRODY"
39,290,"GOLDIE BRODY"
39,293,"GOLDIE BRODY"
